type,text,label,is_label_correct,is_grammatically,is_makes_sense,ptype->htype,from->to,section,worker,is_completed,row_id,hit_id
H,The resources required for the installation of control technologies to achieve the emission **dynamics** under the Clear Skies Act were estimated and compared to their current market availability.,contradiction,,,,hyper->nonhypo,changes->dynamics,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability.,neutral,,,,hyper->nonhypo,changes->whatnots,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **whatnots** under the Clear Skies Act were estimated and compared to their current market availability.,neutral,,,,hyper->nonhypo,changes->whatnots,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability.,contradiction,,,,hyper->nonhypo,changes->caravans,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **caravans** under the Clear Skies Act were estimated and compared to their current market availability.,contradiction,,,,hyper->nonhypo,changes->caravans,3 Hyper->Nonhypo,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability.,neutral,,,,hyper->hypo,changes->reductions,4 hyper->hypo freestyle original,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **reductions** under the Clear Skies Act were estimated and compared to their current market availability,neutral,,,,hyper->hypo,changes->reductions,4 hyper->hypo freestyle original,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability.,contradiction,,,,hyper->nonhypo,changes->dynamics,4 hyper->Nonhypo freestyle original,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **dynamics** under the Clear Skies Act were estimated and compared to their current market availability,contradiction,,,,hyper->nonhypo,changes->dynamics,4 hyper->Nonhypo freestyle original,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **reductions** under the Clear Skies Act were estimated and compared to their current market availability.,entailment,,,,hypo->hyper,reductions->changes,5 hypo->hyper freestyle original,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability,entailment,,,,hypo->hyper,reductions->changes,5 hypo->hyper freestyle original,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **reductions** under the Clear Skies Act were estimated and compared to their current market availability.,contradiction,,,,hypo->nonhypo,reductions->dynamics,5 hypo->Nonhypo freestyle original,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **dynamics** under the Clear Skies Act were estimated and compared to their current market availability,contradiction,,,,hypo->nonhypo,reductions->dynamics,5 hypo->Nonhypo freestyle original,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability.,neutral,,,,hyper->hypo,changes->transitions,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **transitions** under the Clear Skies Act were estimated and compared to their current market availability,neutral,,,,hyper->hypo,changes->transitions,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability.,neutral,,,,hyper->hypo,changes->expansions,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **expansions** under the Clear Skies Act were estimated and compared to their current market availability,neutral,,,,hyper->hypo,changes->expansions,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability.,neutral,,,,hyper->hypo,changes->removals,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **removals** under the Clear Skies Act were estimated and compared to their current market availability,neutral,,,,hyper->hypo,changes->removals,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability.,neutral,,,,hyper->hypo,changes->improvements,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **improvements** under the Clear Skies Act were estimated and compared to their current market availability,neutral,,,,hyper->hypo,changes->improvements,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability.,neutral,,,,hyper->hypo,changes->amendments,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **amendments** under the Clear Skies Act were estimated and compared to their current market availability,neutral,,,,hyper->hypo,changes->amendments,dataset3 hyper->hypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability.,contradiction,,,,hyper->nonhypo,changes->whatnots,dataset3 hyper->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **whatnots** under the Clear Skies Act were estimated and compared to their current market availability,contradiction,,,,hyper->nonhypo,changes->whatnots,dataset3 hyper->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability.,contradiction,,,,hyper->nonhypo,changes->caravans,dataset3 hyper->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **caravans** under the Clear Skies Act were estimated and compared to their current market availability,contradiction,,,,hyper->nonhypo,changes->caravans,dataset3 hyper->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **transitions** under the Clear Skies Act were estimated and compared to their current market availability.,entailment,,,,hypo->hyper,transitions->changes,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability,entailment,,,,hypo->hyper,transitions->changes,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **expansions** under the Clear Skies Act were estimated and compared to their current market availability.,entailment,,,,hypo->hyper,expansions->changes,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability,entailment,,,,hypo->hyper,expansions->changes,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **removals** under the Clear Skies Act were estimated and compared to their current market availability.,entailment,,,,hypo->hyper,removals->changes,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability,entailment,,,,hypo->hyper,removals->changes,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **improvements** under the Clear Skies Act were estimated and compared to their current market availability.,entailment,,,,hypo->hyper,improvements->changes,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability,entailment,,,,hypo->hyper,improvements->changes,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **amendments** under the Clear Skies Act were estimated and compared to their current market availability.,entailment,,,,hypo->hyper,amendments->changes,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **changes** under the Clear Skies Act were estimated and compared to their current market availability,entailment,,,,hypo->hyper,amendments->changes,dataset3 hypo->hyper freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **transitions** under the Clear Skies Act were estimated and compared to their current market availability.,contradiction,,,,hypo->nonhypo,transitions->whatnots,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **whatnots** under the Clear Skies Act were estimated and compared to their current market availability,contradiction,,,,hypo->nonhypo,transitions->whatnots,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **expansions** under the Clear Skies Act were estimated and compared to their current market availability.,contradiction,,,,hypo->nonhypo,expansions->whatnots,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **whatnots** under the Clear Skies Act were estimated and compared to their current market availability,contradiction,,,,hypo->nonhypo,expansions->whatnots,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **removals** under the Clear Skies Act were estimated and compared to their current market availability.,contradiction,,,,hypo->nonhypo,removals->whatnots,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **whatnots** under the Clear Skies Act were estimated and compared to their current market availability,contradiction,,,,hypo->nonhypo,removals->whatnots,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **improvements** under the Clear Skies Act were estimated and compared to their current market availability.,contradiction,,,,hypo->nonhypo,improvements->whatnots,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **whatnots** under the Clear Skies Act were estimated and compared to their current market availability,contradiction,,,,hypo->nonhypo,improvements->whatnots,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **amendments** under the Clear Skies Act were estimated and compared to their current market availability.,contradiction,,,,hypo->nonhypo,amendments->whatnots,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **whatnots** under the Clear Skies Act were estimated and compared to their current market availability,contradiction,,,,hypo->nonhypo,amendments->whatnots,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **transitions** under the Clear Skies Act were estimated and compared to their current market availability.,contradiction,,,,hypo->nonhypo,transitions->caravans,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **caravans** under the Clear Skies Act were estimated and compared to their current market availability,contradiction,,,,hypo->nonhypo,transitions->caravans,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **expansions** under the Clear Skies Act were estimated and compared to their current market availability.,contradiction,,,,hypo->nonhypo,expansions->caravans,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **caravans** under the Clear Skies Act were estimated and compared to their current market availability,contradiction,,,,hypo->nonhypo,expansions->caravans,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **removals** under the Clear Skies Act were estimated and compared to their current market availability.,contradiction,,,,hypo->nonhypo,removals->caravans,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **caravans** under the Clear Skies Act were estimated and compared to their current market availability,contradiction,,,,hypo->nonhypo,removals->caravans,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **improvements** under the Clear Skies Act were estimated and compared to their current market availability.,contradiction,,,,hypo->nonhypo,improvements->caravans,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **caravans** under the Clear Skies Act were estimated and compared to their current market availability,contradiction,,,,hypo->nonhypo,improvements->caravans,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,The resources required for the installation of control technologies to achieve the emission **amendments** under the Clear Skies Act were estimated and compared to their current market availability.,contradiction,,,,hypo->nonhypo,amendments->caravans,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
H,The resources required for the installation of control technologies to achieve the emission **caravans** under the Clear Skies Act were estimated and compared to their current market availability,contradiction,,,,hypo->nonhypo,amendments->caravans,dataset3 hypo->nonhypo freestyle substitution,A2A4UAFZ5LW71K,True,2,3KQC8JMJGCT71VADV9FEJFPN4SAH3D
P,"About 2,500 **victims** of the Revolutionary guillotine spent their last hours in the Conciergerie.",entailment,,,,hypo->hyper,victims->people,1,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
H,"About 2,500 **people** of the Revolutionary guillotine spent their last hours in the Conciergerie.",entailment,,,,hypo->hyper,victims->people,1,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
P,"About 2,500 **people** of the Revolutionary guillotine spent their last hours in the Conciergerie.",neutral,,,,hyper->hypo,people->men,2 hyper->hypo,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
H,"About 2,500 **men** of the Revolutionary guillotine spent their last hours in the Conciergerie.",neutral,,,,hyper->hypo,people->men,2 hyper->hypo,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
P,"About 2,500 **people** of the Revolutionary guillotine spent their last hours in the Conciergerie.",neutral,,,,hyper->hypo,people->soldiers,2 hyper->hypo,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
H,"About 2,500 **soldiers** of the Revolutionary guillotine spent their last hours in the Conciergerie.",neutral,,,,hyper->hypo,people->soldiers,2 hyper->hypo,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
P,"About 2,500 **people** of the Revolutionary guillotine spent their last hours in the Conciergerie.",neutral,,,,hyper->hypo,people->children,2 hyper->hypo,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
H,"About 2,500 **children** of the Revolutionary guillotine spent their last hours in the Conciergerie.",neutral,,,,hyper->hypo,people->children,2 hyper->hypo,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
P,"About 2,500 **people** of the Revolutionary guillotine spent their last hours in the Conciergerie.",neutral,,,,hyper->hypo,people->women,2 hyper->hypo,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
H,"About 2,500 **women** of the Revolutionary guillotine spent their last hours in the Conciergerie.",neutral,,,,hyper->hypo,people->women,2 hyper->hypo,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
P,"About 2,500 **people** of the Revolutionary guillotine spent their last hours in the Conciergerie.",neutral,,,,hyper->hypo,people->wives,2 hyper->hypo,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
H,"About 2,500 **wives** of the Revolutionary guillotine spent their last hours in the Conciergerie.",neutral,,,,hyper->hypo,people->wives,2 hyper->hypo,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
P,"About 2,500 **men** of the Revolutionary guillotine spent their last hours in the Conciergerie.",entailment,,,,hypo->hyper,men->people,2 hypo->hyper,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
H,"About 2,500 **people** of the Revolutionary guillotine spent their last hours in the Conciergerie.",entailment,,,,hypo->hyper,men->people,2 hypo->hyper,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
P,"About 2,500 **soldiers** of the Revolutionary guillotine spent their last hours in the Conciergerie.",entailment,,,,hypo->hyper,soldiers->people,2 hypo->hyper,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
H,"About 2,500 **people** of the Revolutionary guillotine spent their last hours in the Conciergerie.",entailment,,,,hypo->hyper,soldiers->people,2 hypo->hyper,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
P,"About 2,500 **children** of the Revolutionary guillotine spent their last hours in the Conciergerie.",entailment,,,,hypo->hyper,children->people,2 hypo->hyper,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
H,"About 2,500 **people** of the Revolutionary guillotine spent their last hours in the Conciergerie.",entailment,,,,hypo->hyper,children->people,2 hypo->hyper,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
P,"About 2,500 **women** of the Revolutionary guillotine spent their last hours in the Conciergerie.",entailment,,,,hypo->hyper,women->people,2 hypo->hyper,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
H,"About 2,500 **people** of the Revolutionary guillotine spent their last hours in the Conciergerie.",entailment,,,,hypo->hyper,women->people,2 hypo->hyper,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
P,"About 2,500 **wives** of the Revolutionary guillotine spent their last hours in the Conciergerie.",entailment,,,,hypo->hyper,wives->people,2 hypo->hyper,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
H,"About 2,500 **people** of the Revolutionary guillotine spent their last hours in the Conciergerie.",entailment,,,,hypo->hyper,wives->people,2 hypo->hyper,A2A4UAFZ5LW71K,False,3,30OITAWPBQ4TGXZTCIGOASS94KK9HM
P,"Brittany's **countryside** is wilder and less civilized, with a jagged coastline to match.",entailment,,,,hypo->hyper,countryside->region,1,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",entailment,,,,hypo->hyper,countryside->region,1,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",neutral,,,,hyper->hypo,region->area,2 hyper->hypo,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,"Brittany's **area** is wilder and less civilized, with a jagged coastline to match.",neutral,,,,hyper->hypo,region->area,2 hyper->hypo,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",neutral,,,,hyper->hypo,region->state,2 hyper->hypo,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,"Brittany's **state** is wilder and less civilized, with a jagged coastline to match.",neutral,,,,hyper->hypo,region->state,2 hyper->hypo,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",neutral,,,,hyper->hypo,region->city,2 hyper->hypo,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,"Brittany's **city** is wilder and less civilized, with a jagged coastline to match.",neutral,,,,hyper->hypo,region->city,2 hyper->hypo,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",neutral,,,,hyper->hypo,region->town,2 hyper->hypo,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,"Brittany's **town** is wilder and less civilized, with a jagged coastline to match.",neutral,,,,hyper->hypo,region->town,2 hyper->hypo,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",neutral,,,,hyper->hypo,region->metropoli,2 hyper->hypo,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,"Brittany's **metropoli** is wilder and less civilized, with a jagged coastline to match.",neutral,,,,hyper->hypo,region->metropoli,2 hyper->hypo,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **area** is wilder and less civilized, with a jagged coastline to match.",entailment,,,,hypo->hyper,area->region,2 hypo->hyper,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",entailment,,,,hypo->hyper,area->region,2 hypo->hyper,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **state** is wilder and less civilized, with a jagged coastline to match.",entailment,,,,hypo->hyper,state->region,2 hypo->hyper,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",entailment,,,,hypo->hyper,state->region,2 hypo->hyper,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **city** is wilder and less civilized, with a jagged coastline to match.",entailment,,,,hypo->hyper,city->region,2 hypo->hyper,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",entailment,,,,hypo->hyper,city->region,2 hypo->hyper,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **town** is wilder and less civilized, with a jagged coastline to match.",entailment,,,,hypo->hyper,town->region,2 hypo->hyper,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",entailment,,,,hypo->hyper,town->region,2 hypo->hyper,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **metropoli** is wilder and less civilized, with a jagged coastline to match.",entailment,,,,hypo->hyper,metropoli->region,2 hypo->hyper,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",entailment,,,,hypo->hyper,metropoli->region,2 hypo->hyper,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **north** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,nonhypo->hyper,north->region,3 Nonhypo->hyper,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,nonhypo->hyper,north->region,3 Nonhypo->hyper,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **establishment** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,nonhypo->hyper,establishment->region,3 Nonhypo->hyper,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,nonhypo->hyper,establishment->region,3 Nonhypo->hyper,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **headquarters** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,nonhypo->hyper,headquarters->region,3 Nonhypo->hyper,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
H,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,nonhypo->hyper,headquarters->region,3 Nonhypo->hyper,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
P,"Brittany's **region** is wilder and less civilized, with a jagged coastline to match.",contradiction,,,,hyper->nonhypo,region->north,3 Hyper->Nonhypo,A24KE3R253DH08,True,4,3K8CQCU3KE2W2PYC8RLTTWXGOXDWN7
